FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state,STARTUP_RATE,EXIT_RATE,JOB_CREATION_RATE,JOB_DESTRUCTION_RATE,FIRM_DEATH_RATE,STATE_NAME
11484,13333,137228,923,1640,1305,23609,20518,3091,1991,56,12.3,9.79,17.2,14.95,8.04,Wyoming
64662,81106,1362054,5785,9465,8606,212274,204645,7629,1992,1,11.67,10.61,15.58,15.02,8.95,Alabama
10982,13358,163816,927,1808,1498,34138,29224,4914,1992,2,13.53,11.21,20.84,17.84,8.44,Alaska
65036,80954,1268556,6528,11193,10358,242772,225467,17305,1992,4,13.83,12.79,19.14,17.77,10.04,Arizona
41673,50045,779716,3579,5976,5282,126078,114830,11248,1992,5,11.94,10.55,16.17,14.73,8.59,Arkansas
531518,658959,10446004,58957,81536,88793,1790309,2144359,-354050,1992,6,12.37,13.47,17.14,20.53,11.09,California
75467,90604,1327739,6768,12334,10477,249118,207771,41347,1992,8,13.61,11.56,18.76,15.65,8.97,Colorado
67974,80426,1396932,6293,7925,9520,191026,214636,-23610,1992,9,9.85,11.84,13.67,15.36,9.26,Connecticut
14193,17066,306476,1257,2169,2067,46529,54612,-8083,1992,10,12.71,12.11,15.18,17.82,8.86,Delaware
14040,17190,393895,1123,1816,1924,66837,56434,10403,1992,11,10.56,11.19,16.97,14.33,8.0,District of Columbia
269098,330910,4578315,30450,48301,44516,868968,861505,7463,1992,12,14.6,13.45,18.98,18.82,11.32,Florida
114426,145353,2508512,11019,18989,17399,445921,402951,42970,1992,13,13.06,11.97,17.78,16.06,9.63,Georgia
21769,27501,445021,1877,3020,2896,75504,64193,11311,1992,15,10.98,10.53,16.97,14.42,8.62,Hawaii
21492,25445,324324,1615,3293,2495,59371,45755,13616,1992,16,12.94,9.81,18.31,14.11,7.51,Idaho
202880,248400,4547126,16286,26720,25201,683937,701828,-17891,1992,17,10.76,10.15,15.04,15.43,8.03,Illinois
95768,120648,2154587,7630,12736,11411,342158,312007,30151,1992,18,10.56,9.46,15.88,14.48,7.97,Indiana
55492,68520,1043191,3920,6516,5948,153688,136628,17060,1992,19,9.51,8.68,14.73,13.1,7.06,Iowa
50056,61100,898465,3982,6668,6064,138505,129372,9133,1992,20,10.91,9.92,15.42,14.4,7.96,Kansas
59605,73525,1202706,5242,8048,7642,175627,157829,17798,1992,21,10.95,10.39,14.6,13.12,8.79,Kentucky
66239,82657,1305115,5568,9341,8624,226692,214910,11782,1992,22,11.3,10.43,17.37,16.47,8.41,Louisiana
25295,29856,393714,2219,3174,3353,55515,60471,-4956,1992,23,10.63,11.23,14.1,15.36,8.77,Maine
83819,104396,1711523,7329,11890,11595,267233,297605,-30372,1992,24,11.39,11.11,15.61,17.39,8.74,Maryland
112847,137082,2549702,10037,13529,15734,366610,390534,-23924,1992,25,9.87,11.48,14.38,15.32,8.89,Massachusetts
153455,190717,3276802,12663,19674,19370,488119,454959,33160,1992,26,10.32,10.16,14.9,13.88,8.25,Michigan
84167,102981,1836426,6487,11225,10063,281628,243097,38531,1992,27,10.9,9.77,15.34,13.24,7.71,Minnesota
40023,49026,751688,3467,5455,5207,115943,103491,12452,1992,28,11.13,10.62,15.42,13.77,8.66,Mississippi
96507,118766,1978242,8217,13286,12697,291713,270918,20795,1992,29,11.19,10.69,14.75,13.69,8.51,Missouri
20095,23394,236159,1536,2931,2313,43799,31715,12084,1992,30,12.53,9.89,18.55,13.43,7.64,Montana
33927,40758,593660,2460,4080,3742,81495,75049,6446,1992,31,10.01,9.18,13.73,12.64,7.25,Nebraska
24470,29194,540884,2479,4319,3756,91637,88101,3536,1992,32,14.79,12.87,16.94,16.29,10.13,Nevada
24632,29038,422726,2410,3393,3522,68627,64665,3962,1992,33,11.68,12.13,16.23,15.3,9.78,New Hampshire
158964,186163,3036095,14314,19780,21693,458604,498815,-40211,1992,34,10.63,11.65,15.11,16.43,9.0,New Jersey
27906,33561,438847,2504,4277,3907,83354,73947,9407,1992,35,12.74,11.64,18.99,16.85,8.97,New Mexico
343831,401964,6544503,34282,43154,48845,938286,1055296,-117010,1992,36,10.74,12.15,14.34,16.12,9.97,New York
120939,152671,2642233,10357,16818,15960,397063,356884,40179,1992,37,11.02,10.45,15.03,13.51,8.56,North Carolina
14602,17313,207651,1064,1676,1607,30866,24247,6619,1992,38,9.68,9.28,14.86,11.68,7.29,North Dakota
177200,228331,4125378,13910,22229,22032,578093,582112,-4019,1992,39,9.74,9.65,14.01,14.11,7.85,Ohio
57014,69511,956651,5258,8179,7628,158893,150797,8096,1992,40,11.77,10.97,16.61,15.76,9.22,Oklahoma
62712,75240,1030025,5306,9400,8209,179453,168363,11090,1992,41,12.49,10.91,17.42,16.35,8.46,Oregon
205455,255147,4471192,16574,23771,25242,622861,673831,-50970,1992,42,9.32,9.89,13.93,15.07,8.07,Pennsylvania
20790,23476,358627,1903,2411,2895,55231,59884,-4653,1992,44,10.27,12.33,15.4,16.7,9.15,Rhode Island
59670,74647,1279277,5515,8670,8347,198357,181873,16484,1992,45,11.61,11.18,15.51,14.22,9.24,South Carolina
16233,18917,240495,1173,1996,1777,39426,28922,10504,1992,46,10.55,9.39,16.39,12.03,7.23,South Dakota
83207,105313,1893984,7338,12218,11428,311146,264867,46279,1992,47,11.6,10.85,16.43,13.98,8.82,Tennessee
285519,368991,5992335,27735,48439,43029,1116406,1072532,43874,1992,48,13.13,11.66,18.63,17.9,9.71,Texas
28588,34813,617145,2464,4809,3813,120650,89371,31279,1992,49,13.81,10.95,19.55,14.48,8.62,Utah
15261,17285,205422,1287,1755,1882,29599,29872,-273,1992,50,10.15,10.89,14.41,14.54,8.43,Vermont
107037,137347,2265020,9521,15885,15238,359586,344364,15222,1992,51,11.57,11.09,15.88,15.2,8.9,Virginia
102526,123825,1789493,8718,16812,13502,344249,286855,57394,1992,53,13.58,10.9,19.24,16.03,8.5,Washington
28582,34865,482545,2216,3659,3494,71826,76066,-4240,1992,54,10.49,10.02,14.88,15.76,7.75,West Virginia
93599,113820,1979436,6573,10955,9968,266570,232556,34014,1992,55,9.62,8.76,13.47,11.75,7.02,Wisconsin
11616,13426,138326,850,1542,1435,23551,22186,1365,1992,56,11.49,10.69,17.03,16.04,7.32,Wyoming
66336,82762,1415067,5365,9599,7941,224650,171029,53621,1993,1,11.6,9.59,15.88,12.09,8.09,Alabama
11297,13591,165374,889,1724,1487,29491,27873,1618,1993,2,12.68,10.94,17.83,16.85,7.87,Alaska
67133,82559,1314484,6216,11240,9631,247436,201646,45790,1993,4,13.61,11.67,18.82,15.34,9.26,Arizona
43087,51407,809289,3423,6313,4952,128621,99229,29392,1993,5,12.28,9.63,15.89,12.26,7.94,Arkansas
526574,649101,10452006,55680,75694,85464,1795942,1869337,-73395,1993,6,11.66,13.17,17.18,17.88,10.57,California
79408,94241,1396044,6215,13122,9497,257801,191386,66415,1993,8,13.92,10.08,18.47,13.71,7.83,Colorado
68274,80421,1387122,5208,7941,7934,198715,211803,-13088,1993,9,9.87,9.87,14.33,15.27,7.63,Connecticut
14628,17417,310100,1045,2079,1736,46285,42033,4252,1993,10,11.94,9.97,14.93,13.55,7.14,Delaware
14122,17086,392262,990,1766,1869,55972,51616,4356,1993,11,10.34,10.94,14.27,13.16,7.01,District of Columbia
278626,339349,4783638,29041,49876,41385,950593,754689,195904,1993,12,14.7,12.2,19.87,15.78,10.42,Florida
118505,149121,2605377,10226,19354,15578,455355,358461,96894,1993,13,12.98,10.45,17.48,13.76,8.63,Georgia
21756,27363,432247,1957,2856,2989,61510,73503,-11993,1993,15,10.44,10.92,14.23,17.0,9.0,Hawaii
22342,26301,339191,1640,3353,2495,58420,43638,14782,1993,16,12.75,9.49,17.22,12.87,7.34,Idaho
206745,251788,4612339,15223,26313,22935,685637,623743,61894,1993,17,10.45,9.11,14.87,13.52,7.36,Illinois
98018,122746,2216831,7085,12575,10453,322192,262958,59234,1993,18,10.24,8.52,14.53,11.86,7.23,Indiana
56198,69122,1046736,3785,6220,5591,136658,119765,16893,1993,19,9.0,8.09,13.06,11.44,6.74,Iowa
51080,62047,914154,3731,6557,5604,131466,115346,16120,1993,20,10.57,9.03,14.38,12.62,7.3,Kansas
60830,74739,1244235,4823,8271,7049,191536,151683,39853,1993,21,11.07,9.43,15.39,12.19,7.93,Kentucky
67921,84217,1326123,5296,9291,7724,222155,201309,20846,1993,22,11.03,9.17,16.75,15.18,7.8,Louisiana
25673,30087,408492,2003,3327,3101,64929,50561,14368,1993,23,11.06,10.31,15.89,12.38,7.8,Maine
85535,105296,1716078,6884,12138,11223,270541,264917,5624,1993,24,11.53,10.66,15.77,15.44,8.05,Maryland
113989,137810,2584394,8648,14052,13296,395198,357865,37333,1993,25,10.2,9.65,15.29,13.85,7.59,Massachusetts
156451,193467,3373334,11629,20083,17310,526461,436968,89493,1993,26,10.38,8.95,15.61,12.95,7.43,Michigan
86794,105591,1894603,5741,11362,8732,285386,223541,61845,1993,27,10.76,8.27,15.06,11.8,6.61,Minnesota
41062,50139,781106,3355,5860,4746,132108,98498,33610,1993,28,11.69,9.47,16.91,12.61,8.17,Mississippi
98639,120604,2006629,7837,13443,11581,293401,261830,31571,1993,29,11.15,9.6,14.62,13.05,7.95,Missouri
20517,23829,242339,1572,2718,2288,40204,33971,6233,1993,30,11.41,9.6,16.59,14.02,7.66,Montana
34386,41212,615293,2404,3976,3523,89580,67520,22060,1993,31,9.65,8.55,14.56,10.97,6.99,Nebraska
25275,29889,565076,2398,4433,3740,102257,78886,23371,1993,32,14.83,12.51,18.1,13.96,9.49,Nevada
24918,29318,432379,2050,3334,3050,67195,57056,10139,1993,33,11.37,10.4,15.54,13.2,8.23,New Hampshire
161567,188367,3067861,12674,21096,18850,496329,456396,39933,1993,34,11.2,10.01,16.18,14.88,7.84,New Jersey
28849,34371,456999,2298,4285,3461,84151,65216,18935,1993,35,12.47,10.07,18.41,14.27,7.97,New Mexico
344725,402294,6481420,31269,44578,44201,948310,984447,-36137,1993,36,11.08,10.99,14.63,15.19,9.07,New York
123565,155306,2714126,9560,16995,14340,406835,332782,74053,1993,37,10.94,9.23,14.99,12.26,7.74,North Carolina
14870,17588,214180,957,1681,1403,30970,23799,7171,1993,38,9.56,7.98,14.46,11.11,6.44,North Dakota
180253,230433,4182157,12783,22231,20114,588156,534758,53398,1993,39,9.65,8.73,14.06,12.79,7.09,Ohio
58433,70783,969855,4698,8198,6919,154784,142161,12623,1993,40,11.58,9.77,15.96,14.66,8.04,Oklahoma
64386,76666,1054491,5113,9263,7823,177800,151848,25952,1993,41,12.08,10.2,16.86,14.4,7.94,Oregon
206067,255178,4504838,15251,22833,22778,618438,588423,30015,1993,42,8.95,8.93,13.73,13.06,7.4,Pennsylvania
21167,23837,366258,1531,2621,2258,54315,45814,8501,1993,44,11.0,9.47,14.83,12.51,7.23,Rhode Island
61037,76048,1304976,5001,8837,7438,191424,166953,24471,1993,45,11.62,9.78,14.67,12.79,8.19,South Carolina
16600,19253,247614,1084,1946,1611,37500,30166,7334,1993,46,10.11,8.37,15.14,12.18,6.53,South Dakota
85593,107614,1944081,6694,12463,10137,307246,257560,49686,1993,47,11.58,9.42,15.8,13.25,7.82,Tennessee
293907,376148,6149075,26650,47998,40790,1152917,998021,154896,1993,48,12.76,10.84,18.75,16.23,9.07,Texas
29893,36105,651721,2421,4904,3604,116299,81259,35040,1993,49,13.58,9.98,17.84,12.47,8.1,Utah
15561,17611,212763,1157,1943,1611,34860,27041,7819,1993,50,11.03,9.15,16.38,12.71,7.44,Vermont
109713,139670,2311311,8566,15799,13454,361927,315489,46438,1993,51,11.31,9.63,15.66,13.65,7.81,Virginia
105889,126927,1814143,8804,16625,13516,303009,279966,23043,1993,53,13.1,10.65,16.7,15.43,8.31,Washington
29180,35431,495055,2099,3717,3145,76153,63651,12502,1993,54,10.49,8.88,15.38,12.86,7.19,West Virginia
95770,116012,2035179,6280,11375,9192,280800,223932,56868,1993,55,9.81,7.92,13.8,11.0,6.56,Wisconsin
12017,13977,141867,836,1837,1279,25289,21687,3602,1993,56,13.14,9.15,17.83,15.29,6.96,Wyoming
68215,84952,1450972,5722,10342,8238,220244,191363,28881,1994,1,12.17,9.7,15.18,13.19,8.39,Alabama
11658,13957,173362,924,1827,1473,33640,27788,5852,1994,2,13.09,10.55,19.4,16.03,7.93,Alaska
69841,86219,1415732,6448,12848,9310,300404,202740,97664,1994,4,14.9,10.8,21.22,14.32,9.23,Arizona
44200,52903,837758,3671,6577,5107,134243,106459,27784,1994,5,12.43,9.65,16.02,12.71,8.31,Arkansas
526641,649243,10429157,53793,80501,81237,1809481,1814047,-4566,1994,6,12.4,12.51,17.35,17.39,10.21,California
83434,99072,1462537,6868,14446,9738,266486,204450,62036,1994,8,14.58,9.83,18.22,13.98,8.23,Colorado
68665,81047,1372260,5302,8136,7618,191717,207819,-16102,1994,9,10.04,9.4,13.97,15.14,7.72,Connecticut
14941,17838,313693,1141,2236,1817,48984,45648,3336,1994,10,12.54,10.19,15.62,14.55,7.64,Delaware
14269,17288,394072,1063,1838,1654,51005,47284,3721,1994,11,10.63,9.57,12.94,12.0,7.45,District of Columbia
285280,347814,4989881,30989,50338,42230,953546,760850,192696,1994,12,14.47,12.14,19.11,15.25,10.86,Florida
122163,153837,2721475,11016,20617,16120,476962,366204,110758,1994,13,13.4,10.48,17.53,13.46,9.02,Georgia
21769,27386,426843,1933,2823,2843,61950,69129,-7179,1994,15,10.31,10.38,14.51,16.2,8.88,Hawaii
23656,27788,362213,1711,3919,2497,66744,45090,21654,1994,16,14.1,8.99,18.43,12.45,7.23,Idaho
210255,256453,4745178,15919,27517,23165,708751,593159,115592,1994,17,10.73,9.03,14.94,12.5,7.57,Illinois
100129,125610,2279368,7380,13270,10559,328830,278942,49888,1994,18,10.56,8.41,14.43,12.24,7.37,Indiana
56939,70183,1076417,4020,6636,5688,144842,120805,24037,1994,19,9.46,8.1,13.46,11.22,7.06,Iowa
52163,63343,945204,4057,7042,5835,143853,114841,29012,1994,20,11.12,9.21,15.22,12.15,7.78,Kansas
61850,76203,1283107,4894,8239,6918,193236,158106,35130,1994,21,10.81,9.08,15.06,12.32,7.91,Kentucky
69381,86136,1381340,5665,10023,8197,240190,186434,53756,1994,22,11.64,9.52,17.39,13.5,8.17,Louisiana
26077,30635,417294,2108,3495,2964,59502,52026,7476,1994,23,11.41,9.68,14.26,12.47,8.08,Maine
86906,106885,1742888,7132,12164,10703,277110,256603,20507,1994,24,11.38,10.01,15.9,14.72,8.21,Maryland
115833,140234,2630887,8540,14922,12663,388927,355755,33172,1994,25,10.64,9.03,14.78,13.52,7.37,Massachusetts
159504,197434,3501581,12095,20956,17285,533883,422586,111297,1994,26,10.61,8.75,15.25,12.07,7.58,Michigan
89166,108740,1969300,6144,11887,8932,285037,224832,60205,1994,27,10.93,8.21,14.47,11.42,6.89,Minnesota
41698,50997,825677,3796,5980,5222,142229,101008,41221,1994,28,11.73,10.24,17.23,12.23,9.1,Mississippi
100679,123273,2072716,8528,14602,12131,321678,261935,59743,1994,29,11.85,9.84,15.52,12.64,8.47,Missouri
21233,24619,249046,1589,2970,2236,40368,34191,6177,1994,30,12.06,9.08,16.21,13.73,7.48,Montana
34931,41980,634308,2511,4226,3541,89689,73122,16567,1994,31,10.07,8.43,14.14,11.53,7.19,Nebraska
26720,31623,626804,2399,5142,3444,133745,79693,54052,1994,32,16.26,10.89,21.34,12.71,8.98,Nevada
25509,30028,454464,1986,3571,2919,73160,53804,19356,1994,33,11.89,9.72,16.1,11.84,7.79,New Hampshire
163321,190735,3092401,13183,21473,19330,463773,447216,16557,1994,34,11.26,10.13,15.0,14.46,8.07,New Jersey
29765,35543,480939,2515,4726,3605,88003,67597,20406,1994,35,13.3,10.14,18.3,14.06,8.45,New Mexico
345065,404071,6561007,31375,45216,43842,983725,928777,54948,1994,36,11.19,10.85,14.99,14.16,9.09,New York
127086,159760,2840096,9798,18415,14225,431759,321775,109984,1994,37,11.53,8.9,15.2,11.33,7.71,North Carolina
15133,17903,222315,986,1666,1374,31661,24432,7229,1994,38,9.31,7.67,14.24,10.99,6.52,North Dakota
183292,234393,4323595,13087,23307,19816,627781,507031,120750,1994,39,9.94,8.45,14.52,11.73,7.14,Ohio
59627,72310,1002651,5047,8574,7084,161210,131640,29570,1994,40,11.86,9.8,16.08,13.13,8.46,Oklahoma
67228,80148,1116124,5200,10826,7446,196506,139991,56515,1994,41,13.51,9.29,17.61,12.54,7.73,Oregon
205834,256017,4542674,15476,23389,22846,621403,598062,23341,1994,42,9.14,8.92,13.68,13.17,7.52,Pennsylvania
21486,24194,370754,1669,2692,2357,56327,53006,3321,1994,44,11.13,9.74,15.19,14.3,7.77,Rhode Island
62385,77777,1350189,5193,9220,7578,210698,166600,44098,1994,45,11.85,9.74,15.61,12.34,8.32,South Carolina
17090,19877,258102,1134,2177,1587,38492,28610,9882,1994,46,10.95,7.98,14.91,11.08,6.64,South Dakota
87626,110314,2015284,7068,12825,10261,319580,252156,67424,1994,47,11.63,9.3,15.86,12.51,8.07,Tennessee
301753,386268,6359100,27928,50387,40816,1126160,947938,178222,1994,48,13.04,10.57,17.71,14.91,9.26,Texas
31508,38088,693833,2639,5646,3724,126174,85507,40667,1994,49,14.82,9.78,18.19,12.32,8.38,Utah
15772,17859,215529,1116,1801,1573,29383,26712,2671,1994,50,10.08,8.81,13.63,12.39,7.08,Vermont
112413,142869,2380791,8766,16285,13288,366378,307096,59282,1994,51,11.4,9.3,15.39,12.9,7.8,Virginia
109115,130711,1881100,9379,17374,13765,305840,269387,36453,1994,53,13.29,10.53,16.26,14.32,8.6,Washington
29632,36101,508045,2224,3759,3149,73585,64119,9466,1994,54,10.41,8.72,14.48,12.62,7.51,West Virginia
97358,118278,2099132,6666,11593,9551,274803,221795,53008,1994,55,9.8,8.08,13.09,10.57,6.85,Wisconsin
12527,14586,150673,838,1836,1263,27554,19491,8063,1994,56,12.59,8.66,18.29,12.94,6.69,Wyoming
70164,87473,1517425,5771,10643,8116,247373,175859,71514,1995,1,12.17,9.28,16.3,11.59,8.23,Alabama
12052,14379,176751,974,1888,1470,30245,26586,3659,1995,2,13.13,10.22,17.11,15.04,8.08,Alaska
72551,89498,1500898,6657,13015,9720,292662,206130,86532,1995,4,14.54,10.86,19.5,13.73,9.18,Arizona
45421,54503,881068,3741,6733,5127,145785,101098,44687,1995,5,12.35,9.41,16.55,11.47,8.24,Arkansas
531577,655758,10706609,51356,82218,75577,1846880,1567157,279723,1995,6,12.54,11.53,17.25,14.64,9.66,California
87274,103674,1542521,7257,14934,10304,294947,211202,83745,1995,8,14.4,9.94,19.12,13.69,8.32,Colorado
69658,82249,1393762,5028,8594,7360,200726,176618,24108,1995,9,10.45,8.95,14.4,12.67,7.22,Connecticut
15413,18405,329284,1168,2347,1781,55729,39419,16310,1995,10,12.75,9.68,16.92,11.97,7.58,Delaware
14385,17478,393774,1052,1867,1676,53233,54215,-982,1995,11,10.68,9.59,13.52,13.77,7.31,District of Columbia
291189,355640,5196149,31268,50368,42485,1004428,787264,217164,1995,12,14.16,11.95,19.33,15.15,10.74,Florida
126403,159593,2887599,11013,21691,15925,532536,369170,163366,1995,13,13.59,9.98,18.44,12.78,8.71,Georgia
21870,27562,422427,1848,2877,2689,54499,56544,-2045,1995,15,10.44,9.76,12.9,13.39,8.45,Hawaii
24667,28882,374390,1901,3835,2729,63931,51384,12547,1995,16,13.28,9.45,17.08,13.72,7.71,Idaho
214368,261874,4889419,15773,28771,23280,745332,591857,153475,1995,17,10.99,8.89,15.24,12.1,7.36,Illinois
102353,128816,2370266,7740,14211,10988,356434,264175,92259,1995,18,11.03,8.53,15.04,11.15,7.56,Indiana
57687,71263,1118164,4099,6884,5798,155992,114423,41569,1995,19,9.66,8.14,13.95,10.23,7.11,Iowa
53030,64571,975257,4089,6984,5736,140520,110410,30110,1995,20,10.82,8.88,14.41,11.32,7.71,Kansas
63158,78027,1340575,4893,8736,6903,211759,152828,58931,1995,21,11.2,8.85,15.8,11.4,7.75,Kentucky
70668,87804,1413120,5679,9849,8165,241604,205854,35750,1995,22,11.22,9.3,17.1,14.57,8.04,Louisiana
26725,31317,430939,2044,3641,2957,61962,47792,14170,1995,23,11.63,9.44,14.38,11.09,7.65,Maine
89025,109370,1804954,7171,13021,10514,292272,225932,66340,1995,24,11.91,9.61,16.19,12.52,8.06,Maryland
118314,143432,2699733,8547,16004,12774,405163,331982,73181,1995,25,11.16,8.91,15.01,12.3,7.22,Massachusetts
163499,202336,3658535,12094,22349,17425,584017,424871,159146,1995,26,11.05,8.61,15.96,11.61,7.4,Michigan
91245,111313,2043787,6346,11847,9254,294303,217847,76456,1995,27,10.64,8.31,14.4,10.66,6.95,Minnesota
42529,52097,857295,3588,6087,4976,141681,106818,34863,1995,28,11.68,9.55,16.53,12.46,8.44,Mississippi
102637,125768,2141327,8618,14690,12173,339461,268273,71188,1995,29,11.68,9.68,15.85,12.53,8.4,Missouri
21922,25416,259603,1659,3155,2331,42800,31238,11562,1995,30,12.41,9.17,16.49,12.03,7.57,Montana
35344,42598,657660,2509,4096,3476,93353,69415,23938,1995,31,9.62,8.16,14.19,10.55,7.1,Nebraska
28181,33387,665582,2610,5399,3624,124302,81406,42896,1995,32,16.17,10.85,18.68,12.23,9.26,Nevada
26362,31018,472745,1950,3789,2788,74006,53834,20172,1995,33,12.22,8.99,15.65,11.39,7.4,New Hampshire
167685,195607,3175184,12935,23341,18439,500081,409794,90287,1995,34,11.93,9.43,15.75,12.91,7.71,New Jersey
30571,36522,502455,2658,4755,3765,89694,66001,23693,1995,35,13.02,10.31,17.85,13.14,8.69,New Mexico
349729,409607,6623511,29935,47127,41491,970415,896300,74115,1995,36,11.51,10.13,14.65,13.53,8.56,New York
131563,165353,2964112,9722,19521,13897,449588,321795,127793,1995,37,11.81,8.4,15.17,10.86,7.39,North Carolina
15377,18171,230677,970,1658,1388,34802,25510,9292,1995,38,9.12,7.64,15.09,11.06,6.31,North Dakota
187015,239356,4495901,13255,24714,19713,669233,492940,176293,1995,39,10.33,8.24,14.89,10.96,7.09,Ohio
60628,73568,1030759,5226,8421,7156,160551,132058,28493,1995,40,11.45,9.73,15.58,12.81,8.62,Oklahoma
69315,82684,1170146,5804,10788,8240,202685,148003,54682,1995,41,13.05,9.97,17.32,12.65,8.37,Oregon
208953,260144,4653033,14539,25470,21317,641847,531488,110359,1995,42,9.79,8.19,13.79,11.42,6.96,Pennsylvania
21690,24459,371356,1623,2589,2310,52415,45023,7392,1995,44,10.59,9.44,14.11,12.12,7.48,Rhode Island
64169,80062,1400057,5398,9950,7644,217911,166276,51635,1995,45,12.43,9.55,15.56,11.88,8.41,South Carolina
17433,20299,270358,1169,2053,1630,38819,26534,12285,1995,46,10.11,8.03,14.36,9.81,6.71,South Dakota
90019,113463,2119516,7167,13531,10373,351767,241706,110061,1995,47,11.93,9.14,16.6,11.4,7.96,Tennessee
308918,395917,6660363,28724,51346,41606,1231334,924880,306454,1995,48,12.97,10.51,18.49,13.89,9.3,Texas
33128,40012,739241,2795,5867,3934,138341,92081,46260,1995,49,14.66,9.83,18.71,12.46,8.44,Utah
16062,18183,218300,1118,1864,1547,31514,29514,2000,1995,50,10.25,8.51,14.44,13.52,6.96,Vermont
115850,146980,2474216,9032,17478,13367,396124,305505,90619,1995,51,11.89,9.09,16.01,12.35,7.8,Virginia
111380,133488,1934739,10133,17503,14713,314741,259966,54775,1995,53,13.11,11.02,16.27,13.44,9.1,Washington
30323,36938,527757,2179,4000,3154,81073,62536,18537,1995,54,10.83,8.54,15.36,11.85,7.19,West Virginia
99122,120559,2180066,6814,11892,9594,298036,214988,83048,1995,55,9.86,7.96,13.67,9.86,6.87,Wisconsin
12902,14974,152941,948,1772,1383,24701,32767,-8066,1995,56,11.83,9.24,16.15,21.42,7.35,Wyoming
71049,89037,1525167,6274,10519,8637,230036,212058,17978,1996,1,11.81,9.7,15.08,13.9,8.83,Alabama
12232,14589,177563,1011,1838,1541,29511,28020,1491,1996,2,12.6,10.56,16.62,15.78,8.27,Alaska
